label,label_name,new_device,unusual_location,impossible_travel,used_vpn,credentials_breached,failed_logins,beneficiary_age_min,amount,amount_fraction
0,legit,0,0,0,0,0,0,12814.65,3670.64,0.0452
1,fraud,1,1,1,1,1,1,1015.21,85034.77,0.4356
0,legit,0,0,0,1,0,0,10592.16,15749.98,0.0817
1,fraud,1,1,0,1,1,0,48.98,76001.51,0.527
0,legit,0,0,0,0,1,0,19.25,2575.78,0.0717
1,fraud,1,1,1,1,1,2,1281.32,76525.38,0.5115
0,legit,0,0,0,1,0,0,42306.92,9946.54,0.1691
1,fraud,1,1,0,0,0,1,55.69,113627.07,0.9702
0,legit,0,0,0,0,0,0,13658.54,1053.11,0.0385
1,fraud,1,1,1,1,1,1,2384.36,37029.08,0.7639
0,legit,0,0,0,1,0,1,23554.03,2575.05,0.022
1,fraud,1,1,0,0,1,1,37.41,92253.02,0.9805
0,legit,0,0,0,0,0,0,574.67,6438.19,0.0443
1,fraud,0,1,1,0,1,2,25.32,31775.59,0.2225
0,legit,1,0,0,0,0,0,21403.44,4734.54,0.0484
1,fraud,1,1,1,0,1,1,1219.51,115448.15,0.6747
0,legit,0,0,0,0,0,0,29013.75,16933.31,0.1928
1,fraud,1,0,1,1,0,1,39.14,121751.81,0.6914
0,legit,1,0,0,0,0,0,1108.2,2726.81,0.0161
1,fraud,1,1,0,1,1,0,24.62,51749.11,0.4453
0,legit,1,0,0,0,0,0,753.41,4460.09,0.0863
1,fraud,1,1,0,1,1,1,10.1,93847.1,0.932
0,legit,0,0,0,0,0,0,5366.15,7181.31,0.0882
1,fraud,1,1,1,1,1,0,43.13,96440.24,0.7116
0,legit,0,0,1,1,0,1,1105.56,7022.57,0.0541
1,fraud,1,1,0,0,1,1,1317.4,52201.65,0.5859
0,legit,0,0,0,0,0,0,15070.35,21251.98,0.2056
1,fraud,1,1,1,0,1,0,30.83,139449.98,0.9134
0,legit,0,0,0,0,0,0,41422.62,6630.63,0.0846
1,fraud,1,1,1,0,1,1,41.0,84514.07,0.8191
0,legit,0,0,0,0,0,0,20633.42,7728.33,0.0752
1,fraud,1,0,1,1,1,0,1610.89,33650.83,0.5756
0,legit,0,0,0,0,0,0,31378.97,17412.27,0.1334
1,fraud,1,0,0,1,1,1,1417.42,87781.3,0.8618
0,legit,0,0,0,0,0,0,28774.7,26600.67,0.3999
1,fraud,1,1,1,0,0,2,32.24,27957.5,0.5929
0,legit,0,0,0,0,0,0,803.11,12230.0,0.1329
1,fraud,1,0,1,1,0,3,1162.5,127457.03,0.6706
0,legit,1,0,0,0,0,0,16121.98,3194.92,0.048
1,fraud,1,1,0,0,1,2,5608.49,74728.55,0.4422
0,legit,1,0,0,0,0,0,20.33,2024.16,0.0711
1,fraud,1,1,0,1,0,0,2.1,85940.96,0.5253
0,legit,0,0,0,0,0,0,32746.73,527.87,0.0201
1,fraud,1,0,1,0,0,0,31.27,135036.24,0.9599
0,legit,0,0,0,0,0,0,6669.85,9762.29,0.0694
1,fraud,1,1,0,0,1,1,416.17,3403.94,0.074
0,legit,0,0,0,0,0,0,254.97,56848.49,0.6934
1,fraud,0,0,0,1,1,1,18.42,21292.58,0.5871
0,legit,0,0,0,0,0,0,4220.82,11138.93,0.0893
1,fraud,0,1,0,0,0,1,210.26,65750.14,0.4507
0,legit,1,0,0,0,0,0,27576.26,7733.61,0.0706
1,fraud,1,1,1,1,1,2,1565.25,7488.86,0.1354
0,legit,0,0,0,0,0,0,312.99,44732.18,0.667
1,fraud,1,1,0,1,1,1,28.8,14944.04,0.0973
0,legit,1,0,0,0,0,0,41712.92,850.42,0.005
1,fraud,1,1,0,1,0,0,4807.11,7867.65,0.0901
0,legit,1,0,0,1,0,0,20708.37,6556.81,0.2248
1,fraud,1,0,1,1,1,0,65.91,16262.49,0.1124
0,legit,1,0,0,1,0,0,1046.12,3006.63,0.05
1,fraud,0,1,0,0,0,0,34.05,13700.54,0.4299
0,legit,0,0,0,0,0,0,32594.1,87613.48,0.4972
1,fraud,1,1,1,1,1,0,296.96,78474.3,0.4307
0,legit,0,0,0,1,0,0,7632.92,324.39,0.0133
1,fraud,1,1,0,0,1,2,1066.04,128007.55,0.7243
0,legit,0,0,0,1,0,0,6812.68,6607.27,0.0521
1,fraud,0,1,1,0,1,0,1020.42,86702.14,0.8891
0,legit,0,0,0,1,0,0,41070.21,931.0,0.045
1,fraud,1,0,1,0,1,2,2212.5,124484.67,0.6942
0,legit,0,0,0,0,0,1,8673.08,27599.86,0.1631
1,fraud,1,1,1,1,1,0,46.51,45939.24,0.4493
0,legit,0,0,0,1,0,0,31048.48,6181.23,0.0815
1,fraud,1,0,1,0,1,1,53.75,41723.5,0.7142
0,legit,0,0,0,0,0,0,18998.2,17073.7,0.0893
1,fraud,1,0,0,1,0,3,2713.27,62491.32,0.7589
0,legit,1,0,0,0,0,1,79.33,9712.85,0.0751
1,fraud,0,1,0,1,0,2,268.09,27492.64,0.4786
0,legit,1,1,0,1,0,0,28119.53,38338.86,0.2453
1,fraud,1,1,0,0,0,0,48.07,52556.33,0.4451
0,legit,1,0,0,0,0,0,1201.09,16293.92,0.2476
1,fraud,1,1,0,0,1,1,1084.71,106592.08,0.548
0,legit,0,1,0,1,0,0,165.37,103927.19,0.6174
1,fraud,0,0,0,0,0,3,394.8,64203.26,0.9937
0,legit,0,0,0,0,0,1,41115.78,111099.5,0.6473
1,fraud,1,1,1,1,1,0,35.38,24260.54,0.5345
0,legit,1,0,0,0,0,2,68.3,5680.45,0.0958
1,fraud,1,1,0,1,0,1,21.13,55875.32,0.9342
0,legit,0,0,0,0,0,0,344.86,9701.26,0.0515
1,fraud,1,1,0,1,1,2,2174.89,60261.07,0.421
0,legit,1,0,0,0,0,0,10123.47,10124.76,0.0795
1,fraud,1,1,0,0,0,3,2977.66,114065.52,0.9813
0,legit,0,0,0,0,0,0,40771.74,147.9,0.0014
1,fraud,1,1,1,1,1,0,43.91,66460.58,0.52
0,legit,0,0,0,0,0,0,1279.58,16615.55,0.1009
1,fraud,1,1,1,0,1,0,1505.96,87284.96,0.4878
0,legit,1,0,0,0,0,0,714.56,16113.5,0.1786
1,fraud,1,0,0,0,1,1,56.09,25321.49,0.2517
0,legit,0,0,0,0,0,0,23061.61,3887.0,0.0813
1,fraud,1,1,1,0,0,0,321.34,121924.91,0.9072
0,legit,0,0,1,0,0,0,909.79,12204.72,0.0729
1,fraud,1,1,0,0,0,1,268.04,9489.57,0.1042
0,legit,1,0,0,0,0,0,1264.59,46059.37,0.4167
1,fraud,1,1,0,1,1,0,22.12,33191.48,0.1781
0,legit,0,1,0,0,0,0,1209.96,13542.57,0.3891
1,fraud,0,1,1,1,1,2,3232.38,112427.88,0.6505
0,legit,0,0,0,0,0,0,17828.38,16089.26,0.1819
1,fraud,1,1,0,0,1,1,41.56,92615.2,0.8672
0,legit,0,0,0,0,0,0,1284.41,4056.46,0.0337
1,fraud,1,0,0,1,1,0,46.42,15552.9,0.7218
0,legit,0,0,0,0,0,0,14111.09,32133.41,0.1742
1,fraud,1,1,1,1,1,0,476.93,18338.01,0.5474
0,legit,0,0,0,0,0,0,979.75,9659.43,0.0985
1,fraud,0,1,0,1,0,0,29.67,127525.59,0.8437
0,legit,0,0,0,0,0,0,22101.13,11400.6,0.1179
1,fraud,1,1,0,0,0,0,5159.86,57113.66,0.5632
0,legit,0,0,0,1,0,0,700.53,26961.49,0.1366
1,fraud,1,0,0,0,0,1,36.06,45400.25,0.4841
0,legit,0,0,0,0,1,1,37324.27,33993.24,0.2864
1,fraud,1,0,1,1,0,1,3.73,92477.7,0.7673
0,legit,0,0,0,0,0,2,855.41,19125.7,0.109
1,fraud,1,1,0,0,0,2,412.49,28698.63,0.5409
0,legit,0,0,0,0,0,2,20714.21,4980.76,0.0368
1,fraud,0,1,1,0,1,3,1203.8,119772.09,0.6533
0,legit,0,0,0,1,0,0,42959.04,2246.34,0.0465
1,fraud,0,1,1,1,1,0,5094.36,80949.13,0.7097
0,legit,0,0,0,1,1,0,12315.14,10424.15,0.1124
1,fraud,1,0,0,0,1,0,45.51,122083.05,0.6955
0,legit,0,1,0,0,1,0,612.04,36361.89,0.1847
1,fraud,1,1,0,1,1,1,50.31,123184.11,0.6668
0,legit,0,0,0,0,0,0,35652.8,108710.86,0.6958
1,fraud,1,1,0,0,1,1,2420.9,52545.3,0.6367
0,legit,0,1,0,1,0,0,511.91,1598.66,0.0116
1,fraud,1,1,0,1,0,1,56.7,5808.97,0.1323
0,legit,0,0,0,0,0,0,2356.37,1514.68,0.0316
1,fraud,0,1,0,0,1,0,255.4,95084.13,0.5599
0,legit,0,0,0,0,0,0,19692.59,7530.6,0.042
1,fraud,1,1,0,1,1,2,17.26,20481.84,0.4163
0,legit,0,0,1,0,0,0,7925.62,13414.71,0.1121
1,fraud,1,1,1,1,1,0,27.55,90107.32,0.4506
0,legit,0,0,0,0,0,0,18363.12,4061.21,0.0374
1,fraud,1,1,0,0,0,1,14.94,28094.65,0.6437
0,legit,0,0,0,1,0,0,8995.57,4862.57,0.1211
1,fraud,1,1,1,1,1,1,1310.18,91359.11,0.5379
0,legit,0,0,0,0,0,0,5634.36,16776.7,0.3344
1,fraud,1,1,1,0,1,0,318.21,54916.0,0.9885
0,legit,0,0,0,0,0,0,18063.8,7782.3,0.05
1,fraud,1,1,0,1,1,1,622.65,57538.69,0.5403
0,legit,0,0,0,0,0,0,972.78,55858.86,0.644
1,fraud,1,1,1,0,0,0,36.66,33079.36,0.9812
0,legit,0,0,0,0,0,0,778.97,38506.1,0.2064
1,fraud,1,1,1,1,1,2,141.48,71912.99,0.9101
0,legit,0,0,0,1,0,0,35739.48,55631.94,0.6024
1,fraud,1,1,0,0,1,2,777.97,16305.88,0.6966
0,legit,0,0,0,0,0,0,23687.47,18352.16,0.1266
1,fraud,1,1,1,1,1,0,2143.26,21136.04,0.1366
0,legit,0,0,0,0,0,0,1190.39,28798.41,0.365
1,fraud,0,0,0,1,0,0,29.27,48824.61,0.5508
0,legit,0,0,0,0,0,0,1243.46,42366.9,0.6654
1,fraud,1,0,0,1,1,1,403.19,73257.56,0.6674
0,legit,1,0,0,1,0,0,1421.94,7076.13,0.0372
1,fraud,1,1,1,1,1,0,1347.34,65460.54,0.724
0,legit,0,0,0,0,0,0,7790.34,7694.86,0.0879
1,fraud,1,1,0,0,1,3,1338.42,48029.81,0.6481
0,legit,0,1,0,0,0,0,5701.43,12468.82,0.0924
1,fraud,1,1,0,1,0,2,452.65,116445.3,0.9599
0,legit,0,0,0,0,0,0,15694.02,15044.5,0.0783
1,fraud,1,0,0,1,1,0,556.96,66848.67,0.9715
0,legit,1,0,0,0,0,0,1139.55,1486.02,0.0266
1,fraud,1,1,0,1,1,0,30.8,10513.0,0.4154
0,legit,0,0,0,1,0,0,826.62,73531.64,0.6237
1,fraud,1,1,1,0,1,0,10.13,60250.58,0.6376
0,legit,0,0,0,0,0,0,8000.98,25699.65,0.194
1,fraud,1,1,1,1,1,1,696.9,79484.66,0.6912
0,legit,0,0,0,0,0,0,1080.64,3443.22,0.0693
1,fraud,1,1,0,0,1,1,13.65,26921.11,0.4584
0,legit,0,0,0,0,0,0,2993.36,7409.98,0.0456
1,fraud,1,1,0,1,0,0,44.54,21177.01,0.1857
0,legit,0,0,0,0,0,0,37621.43,64406.59,0.5851
1,fraud,1,0,0,1,0,1,4937.66,26260.88,0.5178
0,legit,0,0,0,0,0,0,116.51,10698.02,0.1116
1,fraud,1,1,0,1,1,0,3696.75,69735.67,0.4254
0,legit,0,1,0,0,0,0,29150.77,18306.58,0.1749
1,fraud,1,1,0,1,0,1,1515.76,122589.44,0.8012
0,legit,0,0,0,0,0,0,6081.65,16577.82,0.1097
1,fraud,1,1,0,0,1,0,1979.57,127420.24,0.9457
0,legit,0,1,0,0,0,0,34780.42,3394.6,0.0955
1,fraud,1,1,0,0,1,3,3.37,51361.17,0.5299
0,legit,0,0,0,0,0,0,2044.86,276.24,0.0019
1,fraud,1,1,0,0,1,2,29.77,168074.39,0.9027
0,legit,0,0,0,0,0,0,1079.67,1603.85,0.0105
1,fraud,1,1,0,0,1,1,46.76,54244.9,0.8412
0,legit,0,0,0,0,1,0,6435.55,2202.26,0.0223
1,fraud,1,1,0,0,0,2,2943.58,105799.61,0.9534
0,legit,1,0,0,0,0,0,248.05,5223.46,0.0335
1,fraud,1,1,1,0,0,0,4.06,10285.7,0.1485
0,legit,0,0,0,0,0,0,33577.53,15497.14,0.0848
1,fraud,1,1,1,0,1,2,40.46,81912.13,0.4967
0,legit,0,0,0,0,0,2,33685.99,18852.8,0.2903
1,fraud,1,1,1,1,1,2,25.84,76068.98,0.6125
0,legit,0,0,0,0,0,0,861.86,16553.85,0.0844
1,fraud,1,1,0,1,1,0,33.18,20941.44,0.599
0,legit,0,0,1,0,0,1,20772.35,6347.73,0.0393
1,fraud,0,1,0,1,0,1,146.04,105955.56,0.5477
0,legit,0,1,0,1,0,0,43001.45,1477.06,0.0126
1,fraud,1,1,1,0,1,0,3235.34,38888.85,0.8345
0,legit,1,0,0,0,0,0,2802.23,40775.77,0.2095
1,fraud,1,1,0,1,1,1,5.9,50395.03,0.6125
0,legit,1,0,0,0,0,0,21281.02,87493.02,0.4532
1,fraud,1,1,1,1,0,2,1034.82,1848.48,0.0717
0,legit,0,0,0,0,0,0,1063.22,15060.5,0.2071
1,fraud,1,1,0,0,1,1,1035.78,70746.78,0.4367
0,legit,0,0,0,0,0,0,17466.05,6662.46,0.1422
1,fraud,1,1,0,1,0,1,58.37,66291.84,0.8425
0,legit,0,0,0,0,0,0,69.56,68162.42,0.6105
1,fraud,1,1,1,0,1,1,15.05,67141.4,0.712
0,legit,0,1,0,0,0,0,4428.18,90614.41,0.6235
1,fraud,1,1,0,0,1,0,5115.39,129871.82,0.8787
0,legit,0,0,0,0,0,0,259.92,11076.32,0.1539
1,fraud,0,1,0,0,1,1,39.8,15065.23,0.5844
0,legit,0,0,0,0,1,0,42037.51,996.34,0.0229
1,fraud,1,0,0,0,1,0,26.12,110926.13,0.5968
0,legit,1,0,0,0,0,0,13935.42,6166.77,0.0502
1,fraud,1,1,0,1,1,1,0.83,87709.41,0.4685
0,legit,0,1,0,0,0,0,39347.91,15434.6,0.3366
1,fraud,1,1,1,0,1,2,763.95,74386.66,0.9451
0,legit,0,0,0,0,0,0,198.8,4314.03,0.0841
1,fraud,1,0,1,1,0,1,671.92,66965.45,0.55
0,legit,0,1,0,0,0,1,21876.15,12258.28,0.0716
1,fraud,1,1,1,0,1,1,2431.13,23796.77,0.4088
0,legit,0,0,0,0,0,0,32105.79,9849.1,0.0827
1,fraud,1,1,1,1,1,1,212.69,58381.78,0.5405
0,legit,0,0,0,0,0,0,192.73,4299.12,0.0287
1,fraud,0,1,0,0,0,1,615.56,13542.69,0.1469
0,legit,0,0,0,0,0,0,21457.49,4204.88,0.026
1,fraud,0,1,0,1,0,2,360.6,35511.9,0.1804
0,legit,0,0,0,0,0,0,650.92,8433.02,0.0482
1,fraud,1,1,0,1,1,1,48.03,30324.78,0.6318
0,legit,0,0,0,0,1,0,17028.28,22940.74,0.3952
1,fraud,0,1,0,1,1,0,2660.71,111342.04,0.7352
0,legit,0,0,0,0,0,0,31957.33,3845.44,0.0559
1,fraud,0,1,0,0,0,0,27.57,49698.13,0.6113
0,legit,1,0,0,1,0,0,36399.21,87190.84,0.6934
1,fraud,1,0,1,0,1,1,56.16,94611.78,0.9944
0,legit,0,0,0,0,0,0,1309.77,9214.06,0.1217
1,fraud,1,0,0,1,1,2,0.93,127761.89,0.9625
0,legit,0,0,0,1,1,0,1399.3,10755.12,0.1205
1,fraud,1,1,0,1,1,0,331.21,58487.73,0.9941
0,legit,1,0,0,0,0,0,782.15,67959.66,0.3872
1,fraud,1,0,0,0,0,1,51.89,135383.16,0.7326
0,legit,1,0,0,0,0,0,837.45,27119.09,0.1677
1,fraud,1,1,1,1,0,0,57.18,151535.43,0.9144
0,legit,0,0,0,0,0,0,30904.56,19156.6,0.1182
1,fraud,1,0,1,1,1,0,11.97,2763.25,0.087
0,legit,0,0,0,1,0,0,26267.09,12251.89,0.5315
1,fraud,1,0,0,1,0,1,16.3,12538.42,0.2488
0,legit,0,0,0,0,0,0,35271.25,103102.7,0.6049
1,fraud,1,1,1,0,1,0,49.04,35539.6,0.5618
0,legit,0,0,0,0,0,0,1124.05,653.77,0.0057
1,fraud,1,1,0,0,1,1,980.5,128709.76,0.7477
0,legit,0,0,0,1,0,0,17502.09,1403.68,0.0362
1,fraud,1,0,0,0,0,0,56.97,140511.81,0.729
0,legit,1,0,0,0,0,0,1240.86,4829.13,0.0774
1,fraud,1,0,1,1,1,1,19.23,53941.91,0.8135
0,legit,1,0,0,1,1,0,28314.19,6368.15,0.0336
1,fraud,0,1,1,1,1,0,4219.6,10684.91,0.1494
0,legit,1,0,0,0,1,0,224.38,12355.69,0.0697
1,fraud,0,0,0,1,1,0,54.14,159772.15,0.8126
0,legit,0,0,0,1,0,1,16069.62,110614.23,0.6775
1,fraud,1,1,0,0,1,0,2.67,106195.22,0.5842
0,legit,0,0,0,0,1,0,1289.65,1755.76,0.0212
1,fraud,1,1,1,1,1,1,18.9,40538.21,0.5702
0,legit,0,0,0,0,0,0,17307.38,5031.45,0.1171
1,fraud,1,1,1,1,0,0,13.54,5614.37,0.0897
0,legit,1,0,0,0,0,0,34416.54,13803.4,0.1215
1,fraud,1,0,1,1,1,0,819.01,49341.74,0.6352
0,legit,0,0,0,0,0,0,39340.79,28915.32,0.1702
1,fraud,1,1,0,0,1,2,44.41,30342.33,0.1579
0,legit,0,0,0,0,0,0,23133.62,1327.69,0.0305
1,fraud,1,1,1,0,1,2,30.55,20359.16,0.4688
0,legit,0,0,0,0,0,0,1378.73,12780.46,0.127
1,fraud,1,1,1,1,0,0,15.31,56868.45,0.849
0,legit,0,0,0,0,0,0,1243.68,17586.76,0.6867
1,fraud,1,1,0,1,1,0,1273.82,28264.26,0.167
0,legit,0,0,0,0,0,0,9043.71,742.11,0.0052
1,fraud,1,1,1,1,1,0,30.32,91131.19,0.9267
0,legit,0,0,0,0,0,1,25290.3,61993.74,0.5138
1,fraud,1,1,0,1,0,2,19.1,108085.71,0.5906
0,legit,0,1,0,0,0,0,15232.87,9056.46,0.0668
1,fraud,1,1,0,0,1,2,5756.09,81774.71,0.6399
0,legit,1,0,0,0,0,0,919.52,23872.23,0.2034
1,fraud,1,1,0,0,1,1,1062.09,42700.91,0.9161
0,legit,1,0,0,0,0,0,21356.78,2329.52,0.0905
1,fraud,1,1,0,1,1,1,31.24,27625.23,0.7807
0,legit,0,0,0,0,0,0,9541.03,1651.66,0.0281
1,fraud,0,1,0,1,1,3,49.38,118472.98,0.848
0,legit,0,0,0,0,0,0,26928.91,45111.87,0.6904
1,fraud,1,1,0,1,1,2,14.92,85315.24,0.8864
0,legit,0,0,0,0,0,0,23960.2,7597.89,0.117
1,fraud,1,1,0,0,1,0,1190.61,10549.04,0.2853
0,legit,0,0,0,0,0,0,816.24,9309.18,0.092
1,fraud,1,1,1,1,1,2,1163.33,56396.23,0.5797
0,legit,0,0,0,1,0,0,25766.14,6169.71,0.1903
1,fraud,1,1,0,1,0,2,28.18,38228.83,0.4174
0,legit,0,0,0,0,0,0,24451.81,267.35,0.0055
1,fraud,0,1,0,1,1,1,1218.32,53643.19,0.5348
0,legit,0,0,0,1,0,0,1233.31,7734.92,0.1459
1,fraud,0,1,1,1,0,2,33.88,81120.62,0.6847
0,legit,1,0,0,0,0,1,38570.74,12909.05,0.0867
1,fraud,1,0,0,0,1,0,38.54,98411.54,0.5647
0,legit,0,0,0,0,0,0,1366.81,686.01,0.0204
1,fraud,1,1,1,0,0,1,1138.11,35518.85,0.2233
0,legit,0,0,0,1,0,1,357.45,4326.31,0.1163
1,fraud,1,0,0,1,1,2,30.41,99114.56,0.9929
0,legit,1,0,0,0,0,1,4838.44,6287.93,0.187
1,fraud,1,1,0,1,1,0,498.39,10748.42,0.2424
0,legit,0,0,0,0,0,0,871.8,19818.86,0.2259
1,fraud,1,1,1,1,0,0,512.16,35025.73,0.7536
0,legit,0,0,0,0,0,0,835.53,3094.14,0.104
1,fraud,1,1,0,1,1,2,16.23,116220.7,0.876
0,legit,0,0,0,1,0,0,113.5,9477.01,0.2818
1,fraud,1,0,0,1,1,1,7.09,6613.29,0.1362
0,legit,0,0,0,0,0,0,37206.12,6710.21,0.0436
1,fraud,0,1,1,0,1,1,41.69,91366.63,0.9246
0,legit,0,0,0,0,1,0,320.04,4656.35,0.0266
1,fraud,1,1,0,0,1,0,28.96,47021.57,0.2504
0,legit,0,1,0,1,1,0,1080.01,20729.67,0.6134
1,fraud,1,1,1,1,1,1,18.73,9241.92,0.0816
0,legit,0,0,0,0,0,0,18.86,1120.3,0.0257
1,fraud,1,1,0,0,1,0,1.72,83992.7,0.457
0,legit,1,0,0,0,0,0,438.95,42156.65,0.5301
1,fraud,1,0,1,1,1,0,49.88,186864.17,0.9557
0,legit,0,0,0,0,0,0,178.57,4081.83,0.0267
1,fraud,1,1,1,0,1,0,2.83,6798.58,0.0928
0,legit,0,0,0,1,0,0,2728.23,20820.6,0.1211
1,fraud,1,1,1,1,1,1,6.51,94641.0,0.7044
0,legit,1,0,0,0,0,0,1311.91,31127.19,0.3416
1,fraud,1,1,0,0,0,1,27.77,12330.47,0.4695
0,legit,0,0,0,0,0,0,22816.9,9080.5,0.1652
1,fraud,0,1,1,0,0,1,24.59,64705.28,0.5147
0,legit,0,0,0,1,0,0,1082.31,6129.99,0.129
1,fraud,1,1,0,0,1,1,4693.5,31406.77,0.7214
0,legit,0,0,0,0,0,0,331.29,9075.85,0.1655
1,fraud,1,1,0,1,1,1,59.86,50167.23,0.8044
0,legit,0,1,0,0,0,0,18656.18,36328.51,0.6809
1,fraud,0,1,0,1,1,1,3.66,165250.63,0.9558
0,legit,0,0,0,1,0,0,34239.8,27470.68,0.3297
1,fraud,1,0,0,0,0,0,966.06,8467.69,0.4233
0,legit,0,0,0,0,0,0,15566.78,28499.45,0.1768
1,fraud,1,0,1,1,1,0,925.3,125406.39,0.9817
0,legit,0,0,0,0,0,0,12013.04,249.02,0.0015
1,fraud,1,0,1,0,1,2,14.13,62913.91,0.7689
0,legit,1,0,0,0,0,0,4292.43,3570.65,0.037
1,fraud,1,1,1,1,1,0,233.76,26993.66,0.1401
0,legit,0,0,0,0,0,0,26461.79,5879.84,0.1172
1,fraud,1,1,1,0,1,1,1410.01,7877.55,0.1425
0,legit,1,0,0,0,0,0,4112.92,93667.19,0.4959
1,fraud,1,1,0,1,1,1,1945.7,128687.79,0.8078
0,legit,1,0,0,0,0,0,22854.08,17214.49,0.4649
1,fraud,1,1,0,0,1,1,673.04,28640.21,0.1793
0,legit,1,0,0,0,0,1,39812.3,32783.73,0.174
1,fraud,1,1,0,1,1,0,1038.24,45887.48,0.2688
0,legit,0,0,0,0,1,0,5727.78,18612.82,0.096
1,fraud,1,1,1,0,1,1,4844.8,113395.46,0.6711
0,legit,1,0,1,0,0,0,739.64,8969.35,0.1646
1,fraud,1,0,1,1,1,1,38.4,80308.05,0.9339
0,legit,0,0,0,1,0,0,1157.83,32306.41,0.1792
1,fraud,1,1,0,0,0,2,52.94,97043.15,0.5103
0,legit,0,1,1,0,0,1,27377.59,4296.72,0.0391
1,fraud,0,0,0,1,1,1,1294.93,46852.61,0.9359
0,legit,0,0,0,0,0,0,648.38,4083.68,0.0314
1,fraud,1,1,0,1,0,0,39.86,71350.24,0.4775
0,legit,0,0,0,0,0,0,92.2,49113.41,0.2673
1,fraud,1,1,1,0,1,1,811.52,17521.1,0.1439
0,legit,1,0,0,0,0,0,37523.0,3032.73,0.1138
1,fraud,1,1,0,0,1,0,21.59,7800.88,0.1051
0,legit,0,0,0,0,0,0,524.33,1579.82,0.0424
1,fraud,1,1,0,0,1,1,961.17,23191.37,0.716
0,legit,0,0,0,0,0,0,1218.77,67385.46,0.3808
1,fraud,1,1,0,0,1,0,8.67,42024.37,0.4525
0,legit,0,0,0,1,0,0,1279.7,20331.82,0.1134
1,fraud,1,1,0,1,0,2,1360.74,80647.46,0.7935
0,legit,0,0,0,0,0,0,240.35,13367.37,0.0797
1,fraud,0,1,1,0,1,0,0.5,9678.37,0.1797
0,legit,0,0,0,0,0,0,23436.89,30473.41,0.1772
1,fraud,1,1,0,0,1,0,2996.56,43322.63,0.2775
0,legit,0,0,0,0,1,0,38089.51,13559.39,0.2301
1,fraud,1,1,1,0,1,1,5085.45,81404.53,0.8034
0,legit,0,1,0,0,0,0,245.92,440.56,0.0051
1,fraud,1,1,0,0,1,0,704.54,20832.19,0.9638
0,legit,0,0,0,0,0,0,32258.5,4100.42,0.1125
1,fraud,0,1,0,1,0,0,51.12,90075.19,0.5172
0,legit,0,0,0,0,0,0,1339.21,27034.1,0.1839
1,fraud,1,1,1,1,1,2,24.41,132783.37,0.7457
0,legit,0,1,0,1,0,0,995.61,45161.62,0.3519
1,fraud,1,1,0,0,1,2,1124.63,173099.42,0.9741
0,legit,1,1,0,0,0,0,1361.3,24209.46,0.1528
1,fraud,1,0,1,0,1,0,42.34,18762.4,0.7893
0,legit,0,0,0,0,0,0,4558.52,42036.18,0.3893
1,fraud,1,0,0,1,0,1,3030.41,62020.15,0.6206
0,legit,0,1,0,0,0,0,7614.1,17398.17,0.4904
1,fraud,1,1,0,1,1,2,3682.11,56051.08,0.7834
0,legit,0,0,0,0,0,0,22161.5,31800.34,0.3323
1,fraud,1,1,1,1,1,1,20.56,31179.04,0.4416
0,legit,0,0,0,0,0,0,31223.82,27499.65,0.3677
1,fraud,1,0,0,0,1,1,21.92,77780.75,0.7696
0,legit,0,0,0,0,0,0,1423.85,18166.53,0.1604
1,fraud,1,1,0,1,1,1,4892.2,52709.21,0.9247
0,legit,0,0,0,0,0,0,915.12,5446.92,0.139
1,fraud,1,1,1,1,1,3,16.53,44147.6,0.6736
0,legit,0,0,0,0,0,0,13343.27,21027.36,0.1864
1,fraud,1,0,0,0,1,2,75.28,14698.33,0.1629
0,legit,0,0,0,0,0,0,1181.31,8421.68,0.0831
1,fraud,1,1,1,1,1,0,1882.02,19617.5,0.1824
0,legit,0,0,0,0,0,0,7549.19,21139.35,0.1233
1,fraud,1,1,1,0,1,0,5755.18,175078.79,0.9772
0,legit,0,0,0,1,1,0,1291.26,25914.13,0.6022
1,fraud,1,1,1,1,1,2,20.96,117557.81,0.9492
0,legit,0,0,0,0,0,0,410.1,44660.12,0.6635
1,fraud,1,0,0,1,1,0,1878.09,109115.57,0.6736
0,legit,0,1,0,0,0,0,26861.22,12221.91,0.1083
1,fraud,1,1,1,0,1,0,45.1,107637.38,0.936
0,legit,0,0,0,0,0,0,326.62,18894.48,0.1825
1,fraud,1,0,0,0,0,0,4915.14,94709.8,0.4761
0,legit,1,0,0,0,0,0,32895.03,6885.16,0.1
1,fraud,1,1,0,1,1,3,3832.96,141346.24,0.7441
0,legit,0,0,0,0,0,0,100.3,2986.36,0.1026
1,fraud,1,1,0,0,1,0,3287.95,9177.18,0.1528
0,legit,0,0,0,0,0,0,130.61,22739.82,0.6618
1,fraud,1,1,0,0,0,1,46.12,121624.49,0.6965
0,legit,0,0,0,1,0,0,25761.54,3909.33,0.1898
1,fraud,1,0,1,1,0,0,52.76,34168.29,0.5524
0,legit,0,0,0,0,0,0,1280.65,35221.47,0.2201
1,fraud,1,1,1,1,1,0,561.47,42979.8,0.2808
0,legit,0,0,0,0,0,2,19387.03,62955.63,0.3688
1,fraud,1,0,0,0,1,0,32.01,113103.18,0.6653
0,legit,0,0,0,0,0,0,2781.82,19762.95,0.1734
1,fraud,1,1,1,0,1,1,0.21,146652.55,0.9592
